Suburb,Population density 2015,year,population
HAMPTON,3245.3,2014,18292
SANDRINGHAM - BLACK ROCK,2640.2,2014,16665
BENTLEIGH - MCKINNON,3735.9,2014,23052
BENTLEIGH EAST,3173.9,2014,28559
CARNEGIE,4856.7,2014,18059
CAULFIELD - NORTH,3445.4,2014,21748
CAULFIELD - SOUTH,3850.3,2014,18010
ELSTERNWICK,4127.9,2014,11648
HUGHESDALE,3908.6,2014,7732
MURRUMBEENA,3809.9,2014,9404
ORMOND - GLEN HUNTLY,4644.7,2014,13529
ASPENDALE GARDENS - WATERWAYS,1776.5,2014,9418
BRAESIDE,2.2,2014,20
CARRUM - PATTERSON LAKES,2007.7,2014,11719
CHELSEA - BONBEACH,2621,2014,13913
CHELSEA HEIGHTS,1703,2014,5425
CHELTENHAM - HIGHETT (EAST),2594.2,2014,22327
EDITHVALE - ASPENDALE,2567.6,2014,12823
MENTONE,2971.5,2014,12957
MOORABBIN - HEATHERTON,764,2014,8683
MORDIALLOC - PARKDALE,2532.4,2014,20065
MALVERN - GLEN IRIS,3458.1,2014,21086
MALVERN EAST,2890,2014,21680
BUNDOORA - EAST,2423.5,2014,9848
GREENSBOROUGH,2094.9,2014,21085
HEIDELBERG - ROSANNA,2371.3,2014,14985
HEIDELBERG WEST,2256.4,2014,14826
IVANHOE,2388.8,2014,11902
IVANHOE EAST - EAGLEMONT,1925.3,2014,8257
MONTMORENCY - BRIAR HILL,1365.3,2014,16246
VIEWBANK - YALLAMBIE,1844.3,2014,18935
WATSONIA,2480.7,2014,9367
KINGSBURY,1271.6,2014,11281
PRESTON,2946.1,2014,32629
RESERVOIR - EAST,3034.9,2014,26961
RESERVOIR - WEST,2430.2,2014,24518
ELTHAM,1201.3,2014,23664
HURSTBRIDGE,239.5,2014,3563
KINGLAKE,12.3,2014,3838
PANTON HILL - ST ANDREWS,17.9,2014,5205
PLENTY - YARRAMBAT,329.4,2014,9615
RESEARCH - NORTH WARRANDYTE,137,2014,6813
WATTLE GLEN - DIAMOND CREEK,521.7,2014,13989
BUNDOORA - NORTH,1454.9,2014,6477
BUNDOORA - WEST,2534.8,2014,6492
EPPING,459,2014,35648
LALOR,1921.7,2014,22548
MILL PARK - NORTH,2282.9,2014,18661
MILL PARK - SOUTH,2468,2014,12293
SOUTH MORANG,992.9,2014,55150
THOMASTOWN,1460.1,2014,21398
WALLAN,29.9,2014,14486
WHITTLESEA,28.2,2014,8176
AIRPORT WEST,2115.4,2014,7643
KEILOR,495.3,2014,8638
KEILOR EAST,2485.6,2014,26550
NIDDRIE - ESSENDON WEST,2518.7,2014,6894
STRATHMORE,2371,2014,9657
GISBORNE,59.6,2014,12157
MACEDON,45.4,2014,3345
RIDDELLS CREEK,48,2014,4001
ROMSEY,14.7,2014,9091
COBURG NORTH,1542.6,2014,7281
FAWKNER,2807.3,2014,13952
GLENROY - HADFIELD,2326.4,2014,30656
PASCOE VALE,3352.1,2014,22894
SUNBURY,102,2014,13197
SUNBURY - SOUTH,197.5,2014,25548
BROADMEADOWS,1505.7,2014,12953
CAMPBELLFIELD - COOLAROO,937.7,2014,16945
CRAIGIEBURN - MICKLEHAM,455.4,2014,45537
GLADSTONE PARK - WESTMEADOWS,1278.3,2014,17843
GREENVALE - BULLA,148.7,2014,13490
MEADOW HEIGHTS,3403.2,2014,15854
MELBOURNE AIRPORT,5.2,2014,158
ROXBURGH PARK - SOMERTON,1895.4,2014,22383
TULLAMARINE,1752.3,2014,6700
BAYSWATER,1517.1,2014,12068
BORONIA - THE BASIN,1562.1,2014,26190
FERNTREE GULLY,1784.9,2014,28871
KNOXFIELD - SCORESBY,924.4,2014,13964
LYSTERFIELD,372.6,2014,6878
ROWVILLE - CENTRAL,1862.4,2014,15539
ROWVILLE - NORTH,1943.9,2014,8192
ROWVILLE - SOUTH,1194.4,2014,11179
WANTIRNA,1696.9,2014,14144
WANTIRNA SOUTH,1392,2014,18293
DONVALE - PARK ORCHARDS,781.4,2014,16225
WARRANDYTE - WONGA PARK,226.6,2014,10455
BAYSWATER NORTH,1212.9,2014,11968
CROYDON,1851.7,2014,32225
CROYDON HILLS - WARRANWOOD,2011.7,2014,19057
RINGWOOD,1744.4,2014,17224
RINGWOOD EAST,2212.4,2014,20408
RINGWOOD NORTH,2071.7,2014,9863
FOREST HILL,2666,2014,10763
MITCHAM (VIC.),2505.8,2014,16404
NUNAWADING,2348.3,2014,11737
VERMONT,2313.3,2014,10501
VERMONT SOUTH,1970.6,2014,12155
BELGRAVE - SELBY,183,2014,10214
CHIRNSIDE PARK,440.2,2014,9545
HEALESVILLE - YARRA GLEN,36.4,2014,13425
KILSYTH,1093.6,2014,8961
LILYDALE - COLDSTREAM,174.8,2014,18794
MONBULK - SILVAN,83.8,2014,5759
MONTROSE,667.7,2014,7023
MOOROOLBARK,1774.2,2014,22011
MOUNT DANDENONG - OLINDA,120.7,2014,9945
MOUNT EVELYN,567.9,2014,9573
UPWEY - TECOMA,1108.5,2014,9923
WANDIN - SEVILLE,69.5,2014,7776
YARRA VALLEY,22.1,2014,16233
BEACONSFIELD - OFFICER,282.2,2014,10331
BUNYIP - GARFIELD,22.7,2014,8479
EMERALD - COCKATOO,49.1,2014,18034
KOO WEE RUP,18.1,2014,7236
PAKENHAM - NORTH,477.8,2014,16589
PAKENHAM - SOUTH,556.6,2014,26551
BERWICK - NORTH,1196.7,2014,23471
BERWICK - SOUTH,1673.7,2014,24391
DOVETON,2185.8,2014,11378
ENDEAVOUR HILLS,1307.4,2014,26485
HALLAM,1366.5,2014,10937
NARRE WARREN,1920,2014,27333
NARRE WARREN NORTH,223.7,2014,7584
CRANBOURNE,1664.9,2014,21140
CRANBOURNE EAST,441.2,2014,14334
CRANBOURNE NORTH,1862.4,2014,17673
CRANBOURNE SOUTH,109.5,2014,8616
CRANBOURNE WEST,967.1,2014,11743
HAMPTON PARK - LYNBROOK,1923.3,2014,25458
LYNBROOK - LYNDHURST,2113,2014,14904
NARRE WARREN SOUTH,2317.4,2014,30069
PEARCEDALE - TOORADIN,78.5,2014,7699
CLARINDA - OAKLEIGH SOUTH,1943.1,2014,12313
CLAYTON SOUTH,1622,2014,12858
DANDENONG,494.8,2014,29895
DANDENONG NORTH,2470.9,2014,23421
DINGLEY VILLAGE,1438,2014,10513
KEYSBOROUGH,810,2014,23319
NOBLE PARK,3678,2014,31040
NOBLE PARK NORTH,2091.4,2014,7792
SPRINGVALE,1973.6,2014,21202
SPRINGVALE SOUTH,2809.5,2014,12797
ASHWOOD - CHADSTONE,2747.7,2014,18148
CLAYTON,2223.1,2014,20237
GLEN WAVERLEY - EAST,2383.5,2014,21815
GLEN WAVERLEY - WEST,2644.6,2014,20059
MOUNT WAVERLEY - NORTH,2516.5,2014,16136
MOUNT WAVERLEY - SOUTH,2165.1,2014,18673
MULGRAVE,1837.1,2014,19553
OAKLEIGH - HUNTINGDALE,2203.7,2014,22105
WHEELERS HILL,1977.7,2014,20519
ARDEER - ALBION,1695,2014,7657
CAIRNLEA,2330.1,2014,10031
DEER PARK - DERRIMUT,1253.4,2014,26171
DELAHEY,2508.1,2014,8816
KEILOR DOWNS,1805.4,2014,13889
KINGS PARK (VIC.),3235.1,2014,14277
ST ALBANS - NORTH,3099.4,2014,20087
ST ALBANS - SOUTH,2757.3,2014,17199
SUNSHINE,2103,2014,9810
SUNSHINE NORTH,1464.4,2014,11610
SUNSHINE WEST,1452.4,2014,18489
SYDENHAM,3145.9,2014,12349
TAYLORS LAKES,1006,2014,18618
ALTONA,749,2014,12966
ALTONA MEADOWS,1847,2014,19444
ALTONA NORTH,898.4,2014,14297
NEWPORT,2062.8,2014,17821
SEABROOK,3236.6,2014,5207
WILLIAMSTOWN,2127.1,2014,15528
BRAYBROOK,2456.2,2014,18029
FOOTSCRAY,3299.1,2014,16032
MARIBYRNONG,2283.9,2014,12065
SEDDON - KINGSVILLE,5487.9,2014,9132
WEST FOOTSCRAY - TOTTENHAM,1948.5,2014,11478
YARRAVILLE,2726.5,2014,15095
BACCHUS MARSH,101.5,2014,19440
CAROLINE SPRINGS,2704.5,2014,30418
HILLSIDE,283.8,2014,17698
MELTON,152.8,2014,19501
MELTON SOUTH,202.6,2014,20915
MELTON WEST,704,2014,16461
ROCKBANK - MOUNT COTTRELL,24.4,2014,2914
TAYLORS HILL,3057.9,2014,17788
HOPPERS CROSSING - NORTH,1800.9,2014,19957
HOPPERS CROSSING - SOUTH,2757,2014,19493
LAVERTON,350,2014,7096
POINT COOK,1277.6,2014,43976
TARNEIT,546.5,2014,31424
TRUGANINA,741.8,2014,17463
WERRIBEE,241.7,2014,32100
WERRIBEE - SOUTH,104.8,2014,11639
WYNDHAM VALE,181.6,2014,22352
CARRUM DOWNS,1034.8,2014,20781
FRANKSTON,1975.1,2014,22660
FRANKSTON NORTH,1477.9,2014,19590
FRANKSTON SOUTH,1275.6,2014,18539
LANGWARRIN,628.3,2014,23490
SEAFORD (VIC.),1367.1,2014,16984
DROMANA,236.3,2014,10097
FLINDERS,18.9,2014,5429
HASTINGS - SOMERS,198.8,2014,21621
MORNINGTON,1155.6,2014,24089
MOUNT ELIZA,788.8,2014,18304
MOUNT MARTHA,633.7,2014,18937
POINT NEPEAN,246.2,2014,16620
ROSEBUD - MCCRAE,886.4,2014,20707
SOMERVILLE,153,2014,17945
ALFREDTON,191.5,2014,9787
BALLARAT,1002.2,2014,12444
BALLARAT - NORTH,257,2014,23376
BALLARAT - SOUTH,757.8,2014,24530
BUNINYONG,139.7,2014,7098
DELACOMBE,194.7,2014,6463
SMYTHES CREEK,38.6,2014,4014
WENDOUREE - MINERS REST,219.7,2014,14811
BACCHUS MARSH REGION,5.7,2014,5889
CRESWICK - CLUNES,8.7,2014,7503
DAYLESFORD,9.6,2014,8849
GORDON (VIC.),6.6,2014,5556
AVOCA,1.9,2014,3257
BEAUFORT,2.2,2014,4011
GOLDEN PLAINS - NORTH,4.5,2014,4185
MARYBOROUGH (VIC.),169.9,2014,7745
MARYBOROUGH REGION,3.1,2014,5046
BENDIGO,929,2014,14841
CALIFORNIA GULLY - EAGLEHAWK,341.7,2014,11046
EAST BENDIGO - KENNINGTON,799.9,2014,13839
FLORA HILL - SPRING GULLY,709.8,2014,9445
KANGAROO FLAT - GOLDEN SQUARE,482.8,2014,19556
MAIDEN GULLY,117.2,2014,4933
STRATHFIELDSAYE,147.2,2014,7978
WHITE HILLS - ASCOT,156.2,2014,10128
BENDIGO REGION - SOUTH,8.7,2014,6710
CASTLEMAINE,120.1,2014,10053
CASTLEMAINE REGION,5.5,2014,8368
HEATHCOTE,5.6,2014,4216
KYNETON,17,2014,9348
WOODEND,32.1,2014,6777
BENDIGO REGION - NORTH,3,2014,4246
LODDON,1.1,2014,6933
BANNOCKBURN,30.4,2014,5654
GOLDEN PLAINS - SOUTH,4.5,2014,6685
WINCHELSEA,6.2,2014,5697
BELMONT,1516.2,2014,14111
CORIO - NORLANE,330.1,2014,26361
GEELONG,1011.2,2014,12703
GEELONG WEST - HAMLYN HEIGHTS,615.7,2014,19516
GROVEDALE,399.4,2014,21288
HIGHTON,542.1,2014,21643
LARA,29.8,2014,17251
LEOPOLD,429.8,2014,11588
NEWCOMB - MOOLAP,344,2014,14923
NEWTOWN (VIC.),1793,2014,10293
NORTH GEELONG - BELL PARK,678.9,2014,14504
CLIFTON SPRINGS,197.7,2014,12399
LORNE - ANGLESEA,10.8,2014,4975
OCEAN GROVE - BARWON HEADS,134.5,2014,20413
PORTARLINGTON,99.5,2014,7049
QUEENSCLIFF,66.7,2014,4126
TORQUAY,144.3,2014,17548
ALEXANDRA,3,2014,6327
EUROA,2.9,2014,6089
KILMORE - BROADFORD,28.6,2014,13038
MANSFIELD (VIC.),2.2,2014,8471
NAGAMBIE,2.9,2014,3741
SEYMOUR,80,2014,6314
SEYMOUR REGION,2.6,2014,4497
UPPER YARRA VALLEY,0.3,2014,221
YEA,2.3,2014,3434
BENALLA,32.4,2014,10316
BENALLA REGION,1.6,2014,3340
RUTHERGLEN,7.8,2014,3714
WANGARATTA,315.3,2014,18111
WANGARATTA REGION,2.5,2014,8997
BEECHWORTH,11.8,2014,4343
BRIGHT - MOUNT BEAUTY,1.8,2014,7855
CHILTERN - INDIGO VALLEY,5.6,2014,2869
MYRTLEFORD,8.2,2014,4524
TOWONG,0.9,2014,5766
WEST WODONGA,98.4,2014,15132
WODONGA,84,2014,22935
YACKANDANDAH,6.3,2014,4463
DROUIN,47.1,2014,15037
MOUNT BAW BAW REGION,2.1,2014,5973
TRAFALGAR (VIC.),15,2014,7379
WARRAGUL,50.9,2014,17649
BAIRNSDALE,92.1,2014,13922
BRUTHEN - OMEO,1,2014,7437
LAKES ENTRANCE,46.6,2014,9930
ORBOST,0.6,2014,6510
PAYNESVILLE,14.6,2014,5981
FOSTER,5.4,2014,8242
FRENCH ISLAND,0.7,2014,113
KORUMBURRA,15,2014,8961
LEONGATHA,13.5,2014,10886
PHILLIP ISLAND,100.7,2014,9952
WILSONS PROMONTORY,0,2014,14
WONTHAGGI - INVERLOCH,29.9,2014,21487
CHURCHILL,14.9,2014,11765
MOE - NEWBOROUGH,154.4,2014,16411
MORWELL,163.5,2014,14095
TRARALGON,179.3,2014,26702
YALLOURN NORTH - GLENGARRY,13,2014,4448
ALPS - WEST,0,2014,29
LONGFORD - LOCH SPORT,2.4,2014,3887
MAFFRA,5.3,2014,13548
ROSEDALE,4.9,2014,4718
SALE,322.5,2014,14700
YARRAM,2.7,2014,5190
ARARAT,49.3,2014,8023
ARARAT REGION,0.7,2014,2929
HORSHAM,198,2014,16322
HORSHAM REGION,0.8,2014,3389
NHILL REGION,0.6,2014,6964
ST ARNAUD,1.1,2014,3518
STAWELL,3,2014,8207
WEST WIMMERA,0.5,2014,2686
YARRIAMBIACK,0.9,2014,6827
IRYMPLE,73.1,2014,6555
MERBEIN,44.5,2014,4565
MILDURA,432.9,2014,32642
MILDURA REGION,0.2,2014,3715
RED CLIFFS,22.2,2014,5541
BULOKE,0.7,2014,6087
GANNAWARRA,1.7,2014,6332
KERANG,25.8,2014,3804
ROBINVALE,18.8,2014,3441
SWAN HILL,85.4,2014,10746
SWAN HILL REGION,1.1,2014,6390
ECHUCA,79.8,2014,14606
KYABRAM,14.6,2014,10911
LOCKINGTON - GUNBOWER,2.2,2014,3742
ROCHESTER,10.9,2014,3871
RUSHWORTH,2.4,2014,3928
COBRAM,47.9,2014,6371
MOIRA,1.7,2014,2522
NUMURKAH,5.3,2014,12332
YARRAWONGA,81.3,2014,7600
MOOROOPNA,193.6,2014,7788
SHEPPARTON - NORTH,281.8,2014,18340
SHEPPARTON - SOUTH,161.5,2014,22934
SHEPPARTON REGION - EAST,3.7,2014,3899
SHEPPARTON REGION - WEST,9.6,2014,9969
GLENELG (VIC.),1.4,2014,8518
HAMILTON (VIC.),49.5,2014,9879
PORTLAND,167.9,2014,10803
SOUTHERN GRAMPIANS,0.9,2014,6119
CAMPERDOWN,34.2,2014,3422
COLAC,215.9,2014,11935
COLAC REGION,2.7,2014,5301
CORANGAMITE - NORTH,2,2014,5248
CORANGAMITE - SOUTH,3.9,2014,7212
MOYNE - EAST,2,2014,6682
MOYNE - WEST,4.6,2014,9296
OTWAY,2.1,2014,3279
WARRNAMBOOL - NORTH,334,2014,20717
WARRNAMBOOL - SOUTH,109.3,2014,13129
BRUNSWICK,5102.6,2015,26240
BRUNSWICK EAST,4981.9,2015,10801
BRUNSWICK WEST,4589.1,2015,14590
COBURG,3990.4,2015,27668
PASCOE VALE SOUTH,3419.6,2015,10224
ALPHINGTON - FAIRFIELD,3108.7,2015,8969
NORTHCOTE,4219.6,2015,25930
THORNBURY,3863.4,2015,19306
ASCOT VALE,3995.1,2015,15325
ESSENDON - ABERFELDIE,3275.2,2015,27649
FLEMINGTON,6322.1,2015,9994
MOONEE PONDS,3394.4,2015,14784
CARLTON,9783.1,2015,17788
DOCKLANDS,2955.1,2015,8871
EAST MELBOURNE,1865.7,2015,5410
FLEMINGTON RACECOURSE,50.3,2015,86
KENSINGTON,5124.4,2015,11002
MELBOURNE,14114.8,2015,33433
NORTH MELBOURNE,6121.2,2015,19893
PARKVILLE,1820.8,2015,7372
SOUTH YARRA - WEST,4603.7,2015,6916
SOUTHBANK,5923.7,2015,18192
ALBERT PARK,3516.6,2015,16442
ELWOOD,6456.4,2015,16487
PORT MELBOURNE,6098.6,2015,16967
PORT MELBOURNE INDUSTRIAL,2.2,2015,15
SOUTH MELBOURNE,5072.1,2015,12660
ST KILDA,6965.1,2015,27174
ST KILDA EAST,7209,2015,17397
ARMADALE,4475.2,2015,9769
PRAHRAN - WINDSOR,7210.3,2015,20943
SOUTH YARRA - EAST,7936.9,2015,19981
TOORAK,3261.3,2015,14086
ABBOTSFORD,4339.1,2015,7553
CARLTON NORTH - PRINCES HILL,3945.1,2015,9090
COLLINGWOOD,6657.3,2015,8435
FITZROY,8265.8,2015,11386
FITZROY NORTH,5189.9,2015,13000
RICHMOND (VIC.),5030.8,2015,31253
YARRA - NORTH,1771.6,2015,9228
ASHBURTON (VIC.),2925.9,2015,8353
BALWYN,3016.4,2015,16848
BALWYN NORTH,2408.6,2015,21314
CAMBERWELL,3020.5,2015,22024
GLEN IRIS - EAST,3007.1,2015,17101
HAWTHORN,4232.6,2015,24019
HAWTHORN EAST,4129.4,2015,15795
KEW,2468.1,2015,25997
KEW EAST,1642.3,2015,6595
SURREY HILLS (WEST) - CANTERBURY,2935.7,2015,16741
BULLEEN,1754,2015,11701
DONCASTER,2312.1,2015,20287
DONCASTER EAST,2632.9,2015,29415
TEMPLESTOWE,1071,2015,17261
TEMPLESTOWE LOWER,2402.4,2015,14266
BLACKBURN,2518.5,2015,21677
BLACKBURN SOUTH,3115,2015,11204
BOX HILL,2832,2015,19859
BOX HILL NORTH,2914.1,2015,18092
BURWOOD,2407.3,2015,12131
BURWOOD EAST,2515.7,2015,10723
SURREY HILLS (EAST) - MONT ALBERT,3122.3,2015,10391
BEAUMARIS,2322.9,2015,13863
BRIGHTON (VIC.),2901.5,2015,23794
BRIGHTON EAST,3008.5,2015,16871
CHELTENHAM - HIGHETT (WEST),2136.8,2015,11367
HAMPTON,3245.3,2015,18450
SANDRINGHAM - BLACK ROCK,2640.2,2015,16976
BENTLEIGH - MCKINNON,3735.9,2015,23255
BENTLEIGH EAST,3173.9,2015,29159
CARNEGIE,4856.7,2015,18478
CAULFIELD - NORTH,3445.4,2015,22117
CAULFIELD - SOUTH,3850.3,2015,18259
ELSTERNWICK,4127.9,2015,11813
HUGHESDALE,3908.6,2015,7855
MURRUMBEENA,3809.9,2015,9581
ORMOND - GLEN HUNTLY,4644.7,2015,13641
ASPENDALE GARDENS - WATERWAYS,1776.5,2015,9428
BRAESIDE,2.2,2015,20
CARRUM - PATTERSON LAKES,2007.7,2015,11695
CHELSEA - BONBEACH,2621,2015,14214
CHELSEA HEIGHTS,1703,2015,5442
CHELTENHAM - HIGHETT (EAST),2594.2,2015,22665
EDITHVALE - ASPENDALE,2567.6,2015,13096
MENTONE,2971.5,2015,13222
MOORABBIN - HEATHERTON,764,2015,8939
MORDIALLOC - PARKDALE,2532.4,2015,20178
MALVERN - GLEN IRIS,3458.1,2015,21291
MALVERN EAST,2890,2015,21871
BUNDOORA - EAST,2423.5,2015,9876
GREENSBOROUGH,2094.9,2015,21152
HEIDELBERG - ROSANNA,2371.3,2015,15110
HEIDELBERG WEST,2256.4,2015,15098
IVANHOE,2388.8,2015,12064
IVANHOE EAST - EAGLEMONT,1925.3,2015,8236
MONTMORENCY - BRIAR HILL,1365.3,2015,16422
VIEWBANK - YALLAMBIE,1844.3,2015,18883
WATSONIA,2480.7,2015,9391
KINGSBURY,1271.6,2015,11456
PRESTON,2946.1,2015,33328
RESERVOIR - EAST,3034.9,2015,27213
RESERVOIR - WEST,2430.2,2015,24679
ELTHAM,1201.3,2015,23411
HURSTBRIDGE,239.5,2015,3554
KINGLAKE,12.3,2015,3924
PANTON HILL - ST ANDREWS,17.9,2015,5232
PLENTY - YARRAMBAT,329.4,2015,9591
RESEARCH - NORTH WARRANDYTE,137,2015,6820
WATTLE GLEN - DIAMOND CREEK,521.7,2015,13994
BUNDOORA - NORTH,1454.9,2015,6859
BUNDOORA - WEST,2534.8,2015,6491
EPPING,459,2015,38964
LALOR,1921.7,2015,23184
MILL PARK - NORTH,2282.9,2015,18573
MILL PARK - SOUTH,2468,2015,12157
SOUTH MORANG,992.9,2015,59314
THOMASTOWN,1460.1,2015,21441
WALLAN,29.9,2015,15176
WHITTLESEA,28.2,2015,8414
AIRPORT WEST,2115.4,2015,7869
KEILOR,495.3,2015,8673
KEILOR EAST,2485.6,2015,27073
NIDDRIE - ESSENDON WEST,2518.7,2015,7060
STRATHMORE,2371,2015,9827
GISBORNE,59.6,2015,12576
MACEDON,45.4,2015,3315
RIDDELLS CREEK,48,2015,3997
ROMSEY,14.7,2015,9173
COBURG NORTH,1542.6,2015,7525
FAWKNER,2807.3,2015,14275
GLENROY - HADFIELD,2326.4,2015,31247
PASCOE VALE,3352.1,2015,23410
SUNBURY,102,2015,13210
SUNBURY - SOUTH,197.5,2015,25901
BROADMEADOWS,1505.7,2015,13290
CAMPBELLFIELD - COOLAROO,937.7,2015,17053
CRAIGIEBURN - MICKLEHAM,455.4,2015,48301
GLADSTONE PARK - WESTMEADOWS,1278.3,2015,17815
GREENVALE - BULLA,148.7,2015,14245
MEADOW HEIGHTS,3403.2,2015,15741
MELBOURNE AIRPORT,5.2,2015,158
ROXBURGH PARK - SOMERTON,1895.4,2015,23468
TULLAMARINE,1752.3,2015,6763
BAYSWATER,1517.1,2015,12203
BORONIA - THE BASIN,1562.1,2015,26523
FERNTREE GULLY,1784.9,2015,28913
KNOXFIELD - SCORESBY,924.4,2015,14037
LYSTERFIELD,372.6,2015,6891
ROWVILLE - CENTRAL,1862.4,2015,15272
ROWVILLE - NORTH,1943.9,2015,8103
ROWVILLE - SOUTH,1194.4,2015,11083
WANTIRNA,1696.9,2015,14095
WANTIRNA SOUTH,1392,2015,18599
DONVALE - PARK ORCHARDS,781.4,2015,16255
WARRANDYTE - WONGA PARK,226.6,2015,10370
BAYSWATER NORTH,1212.9,2015,12019
CROYDON,1851.7,2015,32862
CROYDON HILLS - WARRANWOOD,2011.7,2015,19096
RINGWOOD,1744.4,2015,17298
RINGWOOD EAST,2212.4,2015,20782
RINGWOOD NORTH,2071.7,2015,9801
FOREST HILL,2666,2015,10852
MITCHAM (VIC.),2505.8,2015,16606
NUNAWADING,2348.3,2015,11925
VERMONT,2313.3,2015,10663
VERMONT SOUTH,1970.6,2015,12186
BELGRAVE - SELBY,183,2015,10179
CHIRNSIDE PARK,440.2,2015,9773
HEALESVILLE - YARRA GLEN,36.4,2015,13440
KILSYTH,1093.6,2015,9014
LILYDALE - COLDSTREAM,174.8,2015,19123
MONBULK - SILVAN,83.8,2015,5744
MONTROSE,667.7,2015,7040
MOOROOLBARK,1774.2,2015,22255
MOUNT DANDENONG - OLINDA,120.7,2015,9888
MOUNT EVELYN,567.9,2015,9649
UPWEY - TECOMA,1108.5,2015,9856
WANDIN - SEVILLE,69.5,2015,7767
YARRA VALLEY,22.1,2015,16072
BEACONSFIELD - OFFICER,282.2,2015,11774
BUNYIP - GARFIELD,22.7,2015,8471
EMERALD - COCKATOO,49.1,2015,18184
KOO WEE RUP,18.1,2015,7400
PAKENHAM - NORTH,477.8,2015,17549
PAKENHAM - SOUTH,556.6,2015,27695
BERWICK - NORTH,1196.7,2015,23614
BERWICK - SOUTH,1673.7,2015,24861
DOVETON,2185.8,2015,11381
ENDEAVOUR HILLS,1307.4,2015,26226
HALLAM,1366.5,2015,11008
NARRE WARREN,1920,2015,27220
NARRE WARREN NORTH,223.7,2015,7691
CRANBOURNE,1664.9,2015,21688
CRANBOURNE EAST,441.2,2015,18923
CRANBOURNE NORTH,1862.4,2015,19070
CRANBOURNE SOUTH,109.5,2015,8945
CRANBOURNE WEST,967.1,2015,12474
HAMPTON PARK - LYNBROOK,1923.3,2015,25649
LYNBROOK - LYNDHURST,2113,2015,15593
NARRE WARREN SOUTH,2317.4,2015,30134
PEARCEDALE - TOORADIN,78.5,2015,7734
CLARINDA - OAKLEIGH SOUTH,1943.1,2015,12286
CLAYTON SOUTH,1622,2015,12876
DANDENONG,494.8,2015,30575
DANDENONG NORTH,2470.9,2015,23561
DINGLEY VILLAGE,1438,2015,10416
KEYSBOROUGH,810,2015,24526
NOBLE PARK,3678,2015,31489
NOBLE PARK NORTH,2091.4,2015,7859
SPRINGVALE,1973.6,2015,21918
SPRINGVALE SOUTH,2809.5,2015,12811
ASHWOOD - CHADSTONE,2747.7,2015,18436
CLAYTON,2223.1,2015,20922
GLEN WAVERLEY - EAST,2383.5,2015,21842
GLEN WAVERLEY - WEST,2644.6,2015,20299
MOUNT WAVERLEY - NORTH,2516.5,2015,16317
MOUNT WAVERLEY - SOUTH,2165.1,2015,18838
MULGRAVE,1837.1,2015,19697
OAKLEIGH - HUNTINGDALE,2203.7,2015,22411
WHEELERS HILL,1977.7,2015,20669
ARDEER - ALBION,1695,2015,7777
CAIRNLEA,2330.1,2015,10264
DEER PARK - DERRIMUT,1253.4,2015,26742
DELAHEY,2508.1,2015,8792
KEILOR DOWNS,1805.4,2015,13829
KINGS PARK (VIC.),3235.1,2015,14338
ST ALBANS - NORTH,3099.4,2015,20215
ST ALBANS - SOUTH,2757.3,2015,17275
SUNSHINE,2103,2015,9951
SUNSHINE NORTH,1464.4,2015,11749
SUNSHINE WEST,1452.4,2015,18836
SYDENHAM,3145.9,2015,12421
TAYLORS LAKES,1006,2015,18574
ALTONA,749,2015,13246
ALTONA MEADOWS,1847,2015,19468
ALTONA NORTH,898.4,2015,14540
NEWPORT,2062.8,2015,18235
SEABROOK,3236.6,2015,5243
WILLIAMSTOWN,2127.1,2015,15628
BRAYBROOK,2456.2,2015,18380
FOOTSCRAY,3299.1,2015,16387
MARIBYRNONG,2283.9,2015,12550
SEDDON - KINGSVILLE,5487.9,2015,9220
WEST FOOTSCRAY - TOTTENHAM,1948.5,2015,11654
YARRAVILLE,2726.5,2015,15324
BACCHUS MARSH,101.5,2015,19934
CAROLINE SPRINGS,2704.5,2015,31083
HILLSIDE,283.8,2015,18887
MELTON,152.8,2015,19977
MELTON SOUTH,202.6,2015,22484
MELTON WEST,704,2015,17039
ROCKBANK - MOUNT COTTRELL,24.4,2015,3063
TAYLORS HILL,3057.9,2015,18276
HOPPERS CROSSING - NORTH,1800.9,2015,19969
HOPPERS CROSSING - SOUTH,2757,2015,19329
LAVERTON,350,2015,7785
POINT COOK,1277.6,2015,47207
TARNEIT,546.5,2015,33950
TRUGANINA,741.8,2015,20035
WERRIBEE,241.7,2015,32733
WERRIBEE - SOUTH,104.8,2015,11947
WYNDHAM VALE,181.6,2015,23293
CARRUM DOWNS,1034.8,2015,21014
FRANKSTON,1975.1,2015,22960
FRANKSTON NORTH,1477.9,2015,19565
FRANKSTON SOUTH,1275.6,2015,18574
LANGWARRIN,628.3,2015,23635
SEAFORD (VIC.),1367.1,2015,16996
DROMANA,236.3,2015,10645
FLINDERS,18.9,2015,5430
HASTINGS - SOMERS,198.8,2015,21642
MORNINGTON,1155.6,2015,24372
MOUNT ELIZA,788.8,2015,18307
MOUNT MARTHA,633.7,2015,19132
POINT NEPEAN,246.2,2015,16539
ROSEBUD - MCCRAE,886.4,2015,20997
SOMERVILLE,153,2015,17951
ALFREDTON,191.5,2015,10095
BALLARAT,1002.2,2015,12413
BALLARAT - NORTH,257,2015,23732
BALLARAT - SOUTH,757.8,2015,24897
BUNINYONG,139.7,2015,7206
DELACOMBE,194.7,2015,6650
SMYTHES CREEK,38.6,2015,4038
